,0,1,2,3,4,5,6,7,8,9
0,0.4981889105600446,0.10281415436054613,0.23154081916968516,0.2084146001671775,0.09529116745611592,0.12649763165227085,0.20702145444413486,0.07077180273056562,0.05795486207857342,0.14182223460573978
1,0.3410797282803003,0.34751519485162674,0.17340007150518413,0.16875223453700394,0.19270647121916337,0.08687879871290669,0.07079013228459063,0.0368251698248123,0.12084376117268501,0.13299964247407936
2,0.4854604200323102,0.14378029079159937,0.16235864297253635,0.14054927302100162,0.10985460420032311,0.1983037156704362,0.1324717285945073,0.19466882067851374,0.20961227786752828,0.09894991922455575
3,0.4396378269617707,0.12173038229376258,0.31639839034205236,0.29376257545271633,0.2776659959758552,0.07344064386317908,0.30432595573440646,0.05331991951710262,0.08098591549295775,0.24547283702213282
4,0.5062730627306273,0.11143911439114391,0.14317343173431735,0.17859778597785977,0.1003690036900369,0.23321033210332104,0.06494464944649446,0.11143911439114391,0.07158671586715867,0.05166051660516605
5,0.5401639344262295,0.14098360655737704,0.20573770491803278,0.24098360655737705,0.08852459016393442,0.24262295081967214,0.06639344262295081,0.08524590163934426,0.07213114754098361,0.05819672131147541
6,0.27218934911242604,0.1132713440405748,0.12595097210481826,0.2214708368554522,0.06677937447168215,0.12087912087912087,0.11918850380388842,0.12933220625528316,0.07945900253592561,0.04395604395604395
7,0.2806236080178174,0.20601336302895323,0.12026726057906459,0.17483296213808464,0.06570155902004454,0.1514476614699332,0.03229398663697104,0.017817371937639197,0.05456570155902004,0.04120267260579064
8,0.2867132867132867,0.19230769230769232,0.3927738927738928,0.13286713286713286,0.19696969696969696,0.054778554778554776,0.09557109557109557,0.08508158508158509,0.10955710955710955,0.15734265734265734
9,0.2391559202813599,0.20867526377491205,0.06916764361078546,0.06447831184056271,0.0574443141852286,0.11019929660023446,0.06799531066822977,0.11371629542790151,0.08675263774912075,0.06916764361078546
