,0,1,2,3,4,5,6,7,8,9
0,0.0,0.1871508379888268,0.23125570478550006,0.23484297520661157,0.17628887210818975,0.17365614641879235,0.13902143721957125,0.14169251857730322,0.12243297204791785,0.14570361145703611
1,0.1871508379888268,0.0,0.15075809786354238,0.17463153193389908,0.1686298197926105,0.10493890543176917,0.0599554385254203,0.11462279467474835,0.24167274495502067,0.0928247244434839
2,0.23125570478550006,0.15075809786354238,0.0,0.27961145802359005,0.2649382441304106,0.08307597282273008,0.17648412333179936,0.08676391139924365,0.09737044779403675,0.16084656084656085
3,0.23484297520661157,0.17463153193389908,0.27961145802359005,0.0,0.2514016595649249,0.07427083333333333,0.13095506886430344,0.0995757981692342,0.09373950050397581,0.09295487956575822
4,0.17628887210818975,0.1686298197926105,0.2649382441304106,0.2514016595649249,0.0,0.0661237389084721,0.11894389438943895,0.07994280514753672,0.1128552097428958,0.16292054402290623
5,0.17365614641879235,0.10493890543176917,0.08307597282273008,0.07427083333333333,0.0661237389084721,0.0,0.07587082216894656,0.10631672597864769,0.08421516754850088,0.06764490095377843
6,0.13902143721957125,0.0599554385254203,0.17648412333179936,0.13095506886430344,0.11894389438943895,0.07587082216894656,0.0,0.05630896226415094,0.06753090141694303,0.1691508959973204
7,0.14169251857730322,0.11462279467474835,0.08676391139924365,0.0995757981692342,0.07994280514753672,0.10631672597864769,0.05630896226415094,0.0,0.15099051107041783,0.04815384615384615
8,0.12243297204791785,0.24167274495502067,0.09737044779403675,0.09373950050397581,0.1128552097428958,0.08421516754850088,0.06753090141694303,0.15099051107041783,0.0,0.11278319828013891
9,0.14570361145703611,0.0928247244434839,0.16084656084656085,0.09295487956575822,0.16292054402290623,0.06764490095377843,0.1691508959973204,0.04815384615384615,0.11278319828013891,0.0
